,Unnamed: 0,FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next,UID,disrupted,prev_stand,prev_start,prev_end
29,29,3K536,3K536,9VJSM,A320,PAX,0.0,,HKT,2019-05-13 21:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,D42R,0.0,1301.0,1445.0,D48,arr,tow,29,0,D42R,1301.0,1445.0
30,30,3K555,3K555,9VJSN,A320,PAX,0.0,SGN,,2019-05-13 00:00:00,2019-05-13 07:10:00,1.0,0.0,1.0,C23,0.0,6.0,436.0,D48,arr,dpt,30,0,C23,6.0,436.0
31,31,3K556,3K685,9VJSN,A320,PAX,0.0,KUL,SGN,2019-05-13 11:55:00,2019-05-13 12:50:00,1.0,0.0,1.0,D46,0.0,721.0,776.0,D47,arr,dpt,31,0,D46,721.0,776.0
32,32,3K686,3K517,9VJSN,A320,PAX,0.0,BKK,KUL,2019-05-13 15:45:00,2019-05-13 16:50:00,1.0,0.0,1.0,D49,0.0,951.0,1016.0,C24,arr,dpt,32,0,D49,951.0,1016.0
33,33,3K518,3K518,9VJSN,A320,PAX,0.0,,BKK,2019-05-13 22:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,D37,0.0,1351.0,1445.0,C17L,arr,tow,33,0,D37,1351.0,1445.0
34,34,3K542,3K533,9VJSW,A320,PAX,0.0,HKT,DAD,2019-05-13 01:30:00,2019-05-13 07:55:00,1.0,0.0,1.0,D42L,0.0,96.0,481.0,C25,arr,dpt,34,0,D42L,96.0,481.0
35,35,3K534,3K593,9VJSW,A320,PAX,0.0,PNH,HKT,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,D35,0.0,751.0,811.0,C11,arr,dpt,35,0,D35,751.0,811.0
36,36,3K594,3K677,9VJSW,A320,PAX,0.0,PEN,PNH,2019-05-13 18:25:00,2019-05-13 19:15:00,1.0,0.0,1.0,C16,0.0,1111.0,1161.0,D35,arr,dpt,36,0,C16,1111.0,1161.0
37,37,3K678,3K678,9VJSW,A320,PAX,0.0,,PEN,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,D35,0.0,1381.0,1445.0,D38,arr,tow,37,0,D35,1381.0,1445.0
38,38,3K538,3K817,9VJSV,A320,PAX,0.0,HAK,HKT,2019-05-13 00:50:00,2019-05-13 07:35:00,1.0,0.0,1.0,C26,0.0,56.0,461.0,C26,arr,dpt,38,0,C26,56.0,461.0
39,39,3K818,3K765,9VJSV,A320,PAX,0.0,MNL,HAK,2019-05-13 15:30:00,2019-05-13 17:25:00,1.0,0.0,1.0,D35,0.0,936.0,1051.0,D37,arr,dpt,39,0,D35,936.0,1051.0
40,40,3K766,3K581,9VJSR,A320,PAX,0.0,RGN,MNL,2019-05-13 01:20:00,2019-05-13 08:55:00,1.0,0.0,1.0,D37,0.0,86.0,541.0,D34,arr,dpt,40,0,D37,86.0,541.0
41,41,3K582,3K583,9VJSR,A320,PAX,0.0,RGN,RGN,2019-05-13 15:50:00,2019-05-13 16:55:00,1.0,0.0,1.0,D42R,0.0,956.0,1021.0,C11,arr,dpt,41,0,D42R,956.0,1021.0
42,42,3K584,3K584,9VJSR,A320,PAX,0.0,,RGN,2019-05-13 23:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,C16,0.0,1436.0,1445.0,D48,arr,tow,42,0,C16,1436.0,1445.0
43,43,3K592,3K671,9VJSJ,A320,PAX,0.0,PEN,PNH,2019-05-13 00:30:00,2019-05-13 09:45:00,1.0,0.0,1.0,C17R,0.0,36.0,591.0,D37,arr,dpt,43,0,C17R,36.0,591.0
44,44,3K672,3K601,9VJSJ,A320,PAX,0.0,REP,PEN,2019-05-13 13:20:00,2019-05-13 13:55:00,1.0,0.0,1.0,C25,0.0,806.0,841.0,C17L,arr,dpt,44,0,C25,806.0,841.0
45,45,3K602,3K602,9VJSJ,A320,PAX,0.0,,REP,2019-05-13 19:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,C11,0.0,1161.0,1445.0,C19,arr,tow,45,0,C11,1161.0,1445.0
46,46,3K722,3K721,9VJSO,A320,PAX,0.0,KIX,KIX,2019-05-13 01:10:00,2019-05-13 07:00:00,1.0,0.0,1.0,D32,0.0,76.0,426.0,C16,arr,dpt,46,0,D32,76.0,426.0
47,47,3K723,3K723,9VJSF,A320,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 01:10:00,1.0,0.0,1.0,C18,0.0,6.0,76.0,C11,arr,dpt,47,0,C18,6.0,76.0
48,48,3K724,3K724,9VJSF,A320,PAX,0.0,,KIX,2019-05-13 20:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,D46,0.0,1221.0,1445.0,D38,arr,tow,48,0,D46,1221.0,1445.0
49,49,3U8093,3U8094,B8599,A321,PAX,0.0,CTU,CTU,2019-05-13 18:40:00,2019-05-13 19:40:00,1.0,0.0,1.0,E20,0.0,1126.0,1186.0,E27L,arr,dpt,49,0,E20,1126.0,1186.0
50,50,5J537,5J538,RPC3237,A320,PAX,0.0,CRK,CRK,2019-05-13 16:00:00,2019-05-13 16:45:00,1.0,0.0,1.0,G2,0.0,966.0,1011.0,G17,arr,dpt,50,0,G2,966.0,1011.0
51,51,5J547,5J547,RPC3271,A320,PAX,0.0,,CEB,2019-05-13 23:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,G3,0.0,1426.0,1445.0,G4,arr,tow,51,0,G3,1426.0,1445.0
52,52,5J548,5J548,RPC3260,A320,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 02:00:00,1.0,0.0,1.0,G11,0.0,6.0,126.0,G2,arr,dpt,52,0,G11,6.0,126.0
53,53,5J803,5J804,RPC4114,A321,PAX,0.0,MNL,MNL,2019-05-13 00:05:00,2019-05-13 01:35:00,1.0,0.0,1.0,G14,0.0,11.0,101.0,G5,arr,dpt,53,0,G14,11.0,101.0
54,54,5J805,5J806,RPC3344,A333,PAX,0.0,MNL,MNL,2019-05-13 17:25:00,2019-05-13 18:50:00,1.0,0.0,1.0,G19,1.0,1051.0,1136.0,G21,arr,dpt,54,0,G19,1051.0,1136.0
55,55,5J813,5J814,RPC4117,A321,PAX,0.0,MNL,MNL,2019-05-13 09:35:00,2019-05-13 10:35:00,1.0,0.0,1.0,G11,0.0,581.0,641.0,G17,arr,dpt,55,0,G11,581.0,641.0
56,56,5X169,5X166,N325UP,B762,CGO,0.0,SZX,HKG,2019-05-12 23:54:00,2019-05-13 21:40:00,1.0,0.0,1.0,601,1.0,0.0,1306.0,305,arr,dpt,56,0,601,0.0,1306.0
57,57,6E41,6E35,VTIER,A320,PAX,0.0,TRZ,CCU,2019-05-13 12:55:00,2019-05-13 14:00:00,1.0,0.0,1.0,F59R,0.0,781.0,846.0,E8,arr,dpt,57,0,F59R,781.0,846.0
58,58,6E37,6E42,VTIAX,A320,PAX,0.0,CCU,TRZ,2019-05-13 01:45:00,2019-05-13 02:45:00,1.0,0.0,1.0,F50,0.0,111.0,171.0,F54,arr,dpt,58,0,F50,111.0,171.0
59,59,6E51,6E52,VTIFI,A320,PAX,0.0,MAA,MAA,2019-05-13 11:15:00,2019-05-13 12:20:00,1.0,0.0,1.0,F36,0.0,681.0,746.0,F35L,arr,dpt,59,0,F36,681.0,746.0
60,60,6E53,6E54,VTIEP,A320,PAX,0.0,MAA,MAA,2019-05-13 04:40:00,2019-05-13 05:40:00,1.0,0.0,1.0,F50,0.0,286.0,346.0,F59R,arr,dpt,60,0,F50,286.0,346.0
61,61,6E73,6E58,VTIEH,A320,PAX,0.0,BLR,BLR,2019-05-13 04:25:00,2019-05-13 05:30:00,1.0,0.0,1.0,E27R,0.0,271.0,336.0,F56L,arr,dpt,61,0,E27R,271.0,336.0
62,62,8M231,8M232,XYAGV,A319,PAX,0.0,RGN,RGN,2019-05-13 12:50:00,2019-05-13 13:50:00,1.0,0.0,1.0,D38,0.0,776.0,836.0,C19,arr,dpt,62,0,D38,776.0,836.0
63,63,9C8549,9C8550,B8647,A320,PAX,0.0,PVG,PVG,2019-05-13 22:10:00,2019-05-13 23:10:00,1.0,0.0,1.0,G12,0.0,1336.0,1396.0,G1,arr,dpt,63,0,G12,1336.0,1396.0
64,64,AF256,AF257,FGSQI,B77W,PAX,0.0,CDG,CDG,2019-05-13 15:45:00,2019-05-13 22:35:00,1.0,0.0,1.0,D32,1.0,951.0,1361.0,C1,arr,dpt,64,0,D32,951.0,1361.0
65,65,AI342,AI347,VTCIO,A320,PAX,0.0,MAA,BOM,2019-05-13 07:50:00,2019-05-13 09:00:00,1.0,0.0,1.0,E1,0.0,476.0,546.0,E1,arr,dpt,65,0,E1,476.0,546.0
66,66,AI346,AI343,VTCIO,A320,PAX,0.0,BOM,MAA,2019-05-13 17:55:00,2019-05-13 19:15:00,1.0,0.0,1.0,F32,0.0,1081.0,1161.0,F35L,arr,dpt,66,0,F32,1081.0,1161.0
67,67,AI380,AI381,VTANA,B788,PAX,0.0,DEL,DEL,2019-05-13 07:30:00,2019-05-13 08:35:00,1.0,0.0,1.0,F60,1.0,456.0,521.0,E3,arr,dpt,67,0,F60,456.0,521.0
68,68,AK1311,AK1310,9MAQU,A320,PAX,0.0,IPH,IPH,2019-05-13 11:00:00,2019-05-13 11:40:00,1.0,0.0,1.0,G20R,0.0,666.0,706.0,G12,arr,dpt,68,0,G20R,666.0,706.0
69,69,AK1721,AK1720,9MAHR,A320,PAX,0.0,PEN,PEN,2019-05-13 10:55:00,2019-05-13 11:25:00,1.0,0.0,1.0,G15,0.0,661.0,691.0,G10,arr,dpt,69,0,G15,661.0,691.0
70,70,AK1723,AK1722,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 13:20:00,2019-05-13 13:50:00,1.0,0.0,1.0,G8,0.0,806.0,836.0,G15,arr,dpt,70,0,G8,806.0,836.0
71,71,AK1725,AK1724,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 17:10:00,2019-05-13 17:35:00,1.0,0.0,1.0,G18L,0.0,1036.0,1061.0,G1,arr,dpt,71,0,G18L,1036.0,1061.0
72,72,AK1729,AK1730,9MAHJ,A320,PAX,0.0,PEN,PEN,2019-05-13 21:00:00,2019-05-13 21:40:00,1.0,0.0,1.0,G11,0.0,1266.0,1306.0,G7,arr,dpt,72,0,G11,1266.0,1306.0
73,73,AK1727,AK1726,9MAQR,A320,PAX,0.0,PEN,PEN,2019-05-13 22:00:00,2019-05-13 22:30:00,1.0,0.0,1.0,G1,0.0,1326.0,1356.0,G4,arr,dpt,73,0,G1,1326.0,1356.0
74,74,AK1757,AK1758,9MAJA,A320,PAX,0.0,MYY,MYY,2019-05-13 11:55:00,2019-05-13 12:25:00,1.0,0.0,1.0,G12,0.0,721.0,751.0,G8,arr,dpt,74,0,G12,721.0,751.0
75,75,AK1775,AK1776,9MAGT,A320,PAX,0.0,KCH,KCH,2019-05-13 11:15:00,2019-05-13 11:45:00,1.0,0.0,1.0,G8,0.0,681.0,711.0,G4,arr,dpt,75,0,G8,681.0,711.0
76,76,AK1791,AK1792,9MAQZ,A320,PAX,0.0,BKI,BKI,2019-05-13 17:10:00,2019-05-13 17:40:00,1.0,0.0,1.0,G6,0.0,1036.0,1066.0,G10,arr,dpt,76,0,G6,1036.0,1066.0
77,77,AK1793,AK1794,9MAFW,A320,PAX,0.0,BKI,BKI,2019-05-13 11:30:00,2019-05-13 12:10:00,1.0,0.0,1.0,G14,0.0,696.0,736.0,G13,arr,dpt,77,0,G14,696.0,736.0
78,78,AK701,AK700,9MAJT,A320,PAX,0.0,KUL,KUL,2019-05-13 07:15:00,2019-05-13 07:45:00,1.0,0.0,1.0,G17,0.0,441.0,471.0,G1,arr,dpt,78,0,G17,441.0,471.0
79,79,AK713,AK712,9MAJT,A320,PAX,0.0,KUL,KUL,2019-05-13 13:40:00,2019-05-13 14:10:00,1.0,0.0,1.0,G10,0.0,826.0,856.0,G10,arr,dpt,79,0,G10,826.0,856.0
80,80,AK703,AK702,9MAGV,A20N,PAX,0.0,KUL,KUL,2019-05-13 08:40:00,2019-05-13 09:10:00,1.0,0.0,1.0,G17,0.0,526.0,556.0,G4,arr,dpt,80,0,G17,526.0,556.0
81,81,AK705,AK704,9MAJG,A320,PAX,0.0,KUL,KUL,2019-05-13 09:50:00,2019-05-13 10:30:00,1.0,0.0,1.0,G9,0.0,596.0,636.0,G11,arr,dpt,81,0,G9,596.0,636.0
82,82,AK707,AK706,9MAFB,A320,PAX,0.0,KUL,KUL,2019-05-13 11:10:00,2019-05-13 11:40:00,1.0,0.0,1.0,G1,0.0,676.0,706.0,G15,arr,dpt,82,0,G1,676.0,706.0
83,83,AK711,AK710,9MRAE,A320,PAX,0.0,KUL,KUL,2019-05-13 13:00:00,2019-05-13 13:30:00,1.0,0.0,1.0,G12,0.0,786.0,816.0,G14,arr,dpt,83,0,G12,786.0,816.0
84,84,AK715,AK714,9MAHS,A320,PAX,0.0,KUL,KUL,2019-05-13 15:40:00,2019-05-13 16:10:00,1.0,0.0,1.0,G4,0.0,946.0,976.0,G2,arr,dpt,84,0,G4,946.0,976.0
85,85,AK717,AK716,9MRAB,A20N,PAX,0.0,KUL,KUL,2019-05-13 18:30:00,2019-05-13 19:10:00,1.0,0.0,1.0,G5,0.0,1116.0,1156.0,G9,arr,dpt,85,0,G5,1116.0,1156.0
86,86,AK719,AK718,9MNEO,A20N,PAX,0.0,KUL,KUL,2019-05-13 20:00:00,2019-05-13 20:45:00,1.0,0.0,1.0,G8,0.0,1206.0,1251.0,G5,arr,dpt,86,0,G8,1206.0,1251.0
87,87,AK721,AK720,9MAQI,A320,PAX,0.0,KUL,KUL,2019-05-13 20:50:00,2019-05-13 21:20:00,1.0,0.0,1.0,G13,0.0,1256.0,1286.0,G11,arr,dpt,87,0,G13,1256.0,1286.0
88,88,AK732,AK733,9MAJN,A320,PAX,0.0,LGK,LGK,2019-05-13 10:20:00,2019-05-13 10:55:00,1.0,0.0,1.0,G19R,0.0,626.0,661.0,G8,arr,dpt,88,0,G19R,626.0,661.0
89,89,AY131,AY132,OHLWM,A359,PAX,0.0,HEL,HEL,2019-05-13 16:30:00,2019-05-13 23:25:00,1.0,0.0,1.0,D34,1.0,996.0,1411.0,D49,arr,dpt,89,0,D34,996.0,1411.0
90,90,BA011,BA012,GXLEK,A388,PAX,0.0,LHR,LHR,2019-05-13 16:05:00,2019-05-13 23:15:00,1.0,0.0,1.0,C25,1.0,971.0,1401.0,C26,arr,dpt,90,0,C25,971.0,1401.0
91,91,BA015,BA015,GSTBF,B77W,PAX,0.0,SYD,LHR,2019-05-13 17:45:00,2019-05-13 19:25:00,1.0,0.0,1.0,C22,1.0,1071.0,1171.0,C22,arr,dpt,91,0,C22,1071.0,1171.0
92,92,BA016,BA016,GSTBE,B77W,PAX,0.0,LHR,SYD,2019-05-13 21:05:00,2019-05-13 22:35:00,1.0,0.0,1.0,C24,1.0,1271.0,1361.0,C24,arr,dpt,92,0,C24,1271.0,1361.0
93,93,BG084,BG085,S2AFL,B738,PAX,0.0,DAC,DAC,2019-05-13 14:40:00,2019-05-13 15:50:00,1.0,0.0,1.0,D48,0.0,886.0,956.0,D49,arr,dpt,93,0,D48,886.0,956.0
94,94,BI421,BI422,V8RBE,A320,PAX,0.0,BWN,BWN,2019-05-13 11:20:00,2019-05-13 12:10:00,1.0,0.0,1.0,E28,0.0,686.0,736.0,F59R,arr,dpt,94,0,E28,686.0,736.0
95,95,BI423,BI424,V8RBD,A320,PAX,0.0,BWN,BWN,2019-05-13 20:35:00,2019-05-13 21:25:00,1.0,0.0,1.0,F52R,0.0,1241.0,1291.0,E27R,arr,dpt,95,0,F52R,1241.0,1291.0
96,96,BL111,BL110,VNA571,A320,PAX,0.0,SGN,SGN,2019-05-13 10:10:00,2019-05-13 11:00:00,1.0,0.0,1.0,C18,0.0,616.0,666.0,C25,arr,dpt,96,0,C18,616.0,666.0
97,97,BR215,BR216,B16726,B77W,PAX,0.0,TPE,TPE,2019-05-13 13:50:00,2019-05-13 15:10:00,1.0,0.0,1.0,A13,1.0,836.0,916.0,A11,arr,dpt,97,0,A13,836.0,916.0
98,98,BR225,BR226,B16732,B77W,PAX,0.0,TPE,TPE,2019-05-13 12:00:00,2019-05-13 13:10:00,1.0,0.0,1.0,B7,1.0,726.0,796.0,B5,arr,dpt,98,0,B7,726.0,796.0
99,99,CA403,CA404,B6793,A320,PAX,0.0,INC,INC,2019-05-13 15:00:00,2019-05-13 16:00:00,1.0,0.0,1.0,D47,0.0,906.0,966.0,C17R,arr,dpt,99,0,D47,906.0,966.0
100,100,CA775,CA776,B5978,A333,PAX,0.0,PEK,PEK,2019-05-13 16:25:00,2019-05-13 18:00:00,1.0,0.0,1.0,C17,1.0,991.0,1086.0,D32,arr,dpt,100,0,C17,991.0,1086.0
101,101,CA969,CA970,B7879,B789,PAX,0.0,PEK,PEK,2019-05-13 21:55:00,2019-05-13 23:25:00,1.0,0.0,1.0,C22,1.0,1321.0,1411.0,D37,arr,dpt,101,0,C22,1321.0,1411.0
102,102,CA975,CA976,B5977,A333,PAX,0.0,PEK,PEK,2019-05-13 06:30:00,2019-05-13 09:00:00,1.0,0.0,1.0,D47,1.0,396.0,546.0,D36,arr,dpt,102,0,D47,396.0,546.0
103,103,CI751,CI751,B18361,A333,PAX,0.0,SUB,TPE,2019-05-13 19:15:00,2019-05-13 20:30:00,1.0,0.0,1.0,A21,1.0,1161.0,1236.0,B5,arr,dpt,103,0,A21,1161.0,1236.0
104,104,CI752,CI752,B18306,A333,PAX,0.0,TPE,SUB,2019-05-13 09:25:00,2019-05-13 10:25:00,1.0,0.0,1.0,A5,1.0,571.0,631.0,A13,arr,dpt,104,0,A5,571.0,631.0
105,105,CI753,CI754,B18315,A333,PAX,0.0,TPE,TPE,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,A13,1.0,751.0,811.0,B1,arr,dpt,105,0,A13,751.0,811.0
106,106,CI7925,CI7926,B18356,A333,PAX,0.0,TPE,TPE,2019-05-13 02:15:00,2019-05-13 03:15:00,1.0,0.0,1.0,B8,1.0,141.0,201.0,B7,arr,dpt,106,0,B8,141.0,201.0
107,107,CX635,CX636,BLXH,A35K,PAX,0.0,HKG,HKG,2019-05-13 19:10:00,2019-05-13 20:10:00,1.0,0.0,1.0,G21,1.0,1156.0,1216.0,G20,arr,dpt,107,0,G21,1156.0,1216.0
108,108,CX659,CX650,BLAM,A333,PAX,0.0,HKG,HKG,2019-05-13 05:30:00,2019-05-13 06:35:00,1.0,0.0,1.0,G19,1.0,336.0,401.0,G18,arr,dpt,108,0,G19,336.0,401.0
109,109,CX691,CX652,BLAQ,A333,PAX,0.0,HKG,HKG,2019-05-13 11:55:00,2019-05-13 12:55:00,1.0,0.0,1.0,G21,1.0,721.0,781.0,G19,arr,dpt,109,0,G21,721.0,781.0
110,110,CX658,CX658,BHNP,B773,PAX,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 09:50:00,1.0,0.0,1.0,G20,1.0,6.0,596.0,G18,arr,dpt,110,0,G20,6.0,596.0
111,111,CX710,CX710,BLAZ,A333,PAX,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 08:00:00,1.0,0.0,1.0,G21,1.0,6.0,486.0,G21,arr,dpt,111,0,G21,6.0,486.0
112,112,CX711,CX711,BLAL,A333,PAX,0.0,,HKG,2019-05-13 20:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,G18,1.0,1241.0,1445.0,G21,arr,tow,112,0,G18,1241.0,1445.0
113,113,CX759,CX712,BLAK,A333,PAX,0.0,HKG,HKG,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,G19,1.0,751.0,811.0,G18,arr,dpt,113,0,G19,751.0,811.0
114,114,CX717,CX716,BLXC,A35K,PAX,0.0,HKG,HKG,2019-05-13 15:25:00,2019-05-13 18:00:00,1.0,0.0,1.0,G21,1.0,931.0,1086.0,G19,arr,dpt,114,0,G21,931.0,1086.0
115,115,CX739,CX734,BHNR,B77W,PAX,0.0,HKG,HKG,2019-05-13 15:05:00,2019-05-13 16:05:00,1.0,0.0,1.0,G18,1.0,911.0,971.0,G18,arr,dpt,115,0,G18,911.0,971.0
116,116,CX735,CX735,BKQE,B77W,PAX,0.0,,HKG,2019-05-13 18:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,G20,1.0,1111.0,1445.0,G18,arr,tow,116,0,G20,1111.0,1445.0
117,117,CZ3039,CZ3040,B6202,A319,PAX,0.0,CAN,CAN,2019-05-13 16:50:00,2019-05-13 17:50:00,1.0,0.0,1.0,C11,0.0,1016.0,1076.0,C17L,arr,dpt,117,0,C11,1016.0,1076.0
